Season,Week,SKU,WTP,SC_A,SC_B,SC_C
3,5,C,229,0,1,0
3,5,C,537,0,0,0
3,5,C,457,0,0,0
3,6,A,922,0,0,0
3,6,A,297,0,0,0
3,6,A,51,0,0,1
3,6,A,281,0,1,0
3,6,A,76,0,0,0
3,6,A,835,0,1,0
3,6,A,300,0,0,1
3,6,A,656,0,1,0
3,6,A,586,0,0,0
3,6,B,36,0,0,1
3,6,B,881,1,0,0
3,6,B,420,0,0,0
3,6,B,492,0,0,0
3,6,C,105,0,0,0
3,6,C,604,0,0,0
3,6,C,416,0,0,0
3,6,C,828,0,0,0
3,6,C,627,0,1,0
3,6,C,526,0,0,0
3,6,C,102,0,0,0
3,6,C,948,0,0,0
3,6,C,526,0,0,0
3,7,A,531,0,0,0
3,7,A,129,0,0,0
3,7,A,129,0,0,0
3,7,A,518,0,0,0
3,7,A,47,0,1,0
3,7,B,233,0,0,0
3,7,B,167,1,0,0
3,7,B,335,0,0,0
3,7,B,102,0,0,1
3,7,B,9,0,0,0
3,7,B,564,0,0,1
3,7,B,548,0,0,0
3,7,B,175,0,0,0
3,7,C,392,0,0,0
3,7,C,358,0,0,0
3,7,C,324,0,0,0
3,7,C,363,0,0,0
3,7,C,419,0,0,0
3,8,A,92,0,0,0
3,8,A,268,0,0,1
3,8,A,259,0,1,0
3,8,A,109,0,0,0
3,8,A,413,0,0,0
3,8,A,577,0,1,0
3,8,A,152,0,0,0
3,8,B,416,0,0,0
3,8,B,202,0,0,1
3,8,B,487,0,0,0
3,8,B,32,0,0,1
3,8,B,169,0,0,1
3,8,B,526,0,0,0
3,8,B,59,0,0,1
3,8,C,105,0,0,0
3,8,C,28,0,1,0
3,8,C,527,0,0,0
3,9,A,448,0,1,0
3,9,A,135,0,1,0
3,9,A,475,0,1,0
3,9,A,112,0,0,0
3,9,A,599,0,0,0
3,9,A,520,0,1,0
3,9,A,459,0,1,0
3,9,A,120,0,0,0
3,9,B,487,0,0,0
3,9,B,517,0,0,0
3,9,B,196,0,0,0
3,9,B,450,0,0,0
3,9,B,169,0,0,0
3,9,B,193,0,0,1
3,9,B,36,1,0,0
3,9,B,333,0,0,0
3,9,B,218,0,0,0
3,9,B,151,0,0,0
3,9,C,43,0,0,0
3,9,C,349,0,0,0
3,9,C,156,0,0,0
3,9,C,155,0,0,0
3,9,C,477,0,0,0
3,9,C,281,0,0,0
3,9,C,542,0,0,0
3,9,C,408,0,0,0
3,9,C,564,0,0,0
3,9,C,86,0,0,0
3,9,C,250,0,0,0
3,9,C,404,0,0,0
3,10,A,178,0,1,0
3,10,A,171,0,0,0
3,10,A,226,0,0,0
3,10,A,275,0,0,0
3,10,A,511,0,0,0
3,10,A,298,0,0,0
3,10,A,411,0,0,0
3,10,A,117,0,0,0
3,10,A,279,0,0,0
3,10,A,450,0,0,0
3,10,B,256,0,0,0
3,10,B,365,0,0,1
3,10,B,133,0,0,1
3,10,B,319,0,0,0
3,10,B,288,1,0,0
3,10,B,401,0,0,0
3,10,C,240,0,0,0
3,10,C,506,0,0,0
3,10,C,552,0,0,0
3,10,C,479,0,0,0
3,10,C,261,0,0,0
3,10,C,534,0,0,0
3,10,C,463,0,0,0
3,10,C,93,0,0,0
3,10,C,519,0,0,0
3,10,C,267,0,0,0
3,10,C,270,0,0,0
3,10,C,344,0,0,0
3,10,C,562,0,0,0
4,1,A,623,0,0,0
4,1,B,640,0,0,0
4,1,B,565,0,0,1
4,1,B,267,0,0,0
4,1,B,753,0,0,1
4,1,C,943,0,0,0
4,1,C,627,0,0,0
4,1,C,764,0,0,0
4,2,A,691,0,0,0
4,2,A,801,0,1,0
4,2,A,516,0,0,0
4,2,A,70,0,0,0
4,2,A,475,0,0,0
4,2,B,64,0,0,1
4,2,B,357,0,0,1
4,2,B,303,0,0,1
4,2,B,516,0,0,1
4,2,B,3,0,0,1
4,2,B,7,0,0,0
4,2,B,525,0,0,1
4,2,B,55,1,0,0
4,2,C,394,0,0,0
4,2,C,755,0,0,0
4,2,C,902,0,0,0
4,2,C,346,0,0,0
4,2,C,454,0,0,0
4,2,C,630,0,0,0
4,2,C,504,0,1,0
4,2,C,36,0,0,0
4,3,A,676,0,0,0
4,3,A,431,0,0,0
4,3,A,22,0,1,0
4,3,A,979,0,0,0
4,3,A,657,0,1,0
4,3,A,283,0,0,0
4,3,A,710,0,0,0
4,3,A,859,0,0,0
4,3,B,324,0,0,1
4,3,B,532,0,0,0
4,3,B,123,0,0,0
4,3,B,867,0,0,0
4,3,B,144,0,0,1
4,3,B,686,0,0,0
4,3,B,421,0,0,0
4,3,B,181,0,0,0
4,3,B,146,0,0,0
4,3,B,844,0,0,1
4,3,C,252,0,0,0
4,3,C,836,0,0,0
4,3,C,751,0,0,0
4,3,C,811,0,0,0
4,3,C,313,0,0,0
4,3,C,127,0,0,0
4,3,C,618,0,0,0
4,3,C,440,0,0,0
4,3,C,218,0,0,0
4,3,C,115,0,1,0
4,3,C,255,0,0,0
4,4,A,868,0,1,0
4,4,A,186,0,0,1
4,4,A,815,0,0,0
4,4,A,635,0,1,0
4,4,A,844,0,0,1
4,4,A,559,0,1,0
4,4,A,252,0,0,0
4,4,B,985,0,0,0
4,4,B,505,0,0,0
4,4,B,201,0,0,1
4,4,B,804,0,0,1
4,4,C,835,0,0,0
4,4,C,3,0,0,0
4,4,C,974,0,0,0
4,4,C,13,0,0,0
4,5,A,757,0,1,0
4,5,A,187,0,0,0
4,5,A,576,0,0,0
4,5,A,742,0,0,0
4,5,B,436,0,0,0
4,5,B,360,0,0,0
4,5,B,179,0,0,0
4,5,B,196,0,0,0
4,5,B,192,1,0,0
4,5,B,906,0,0,0
4,5,B,44,0,0,0
4,5,B,617,0,0,0
4,5,B,536,0,0,1
4,5,B,557,0,0,0
4,5,B,375,0,0,0
4,5,C,867,0,0,0
4,5,C,123,0,0,0
4,5,C,623,0,0,0
4,5,C,518,0,0,0
4,5,C,269,0,0,0
4,5,C,255,0,0,0
4,5,C,238,0,0,0
4,5,C,206,0,0,0
4,6,A,665,0,0,0
4,6,A,368,0,1,0
4,6,A,488,0,0,0
4,6,A,143,0,0,0
4,6,A,26,0,0,1
4,6,A,667,0,0,0
4,6,A,384,0,0,1
4,6,A,137,0,0,0
4,6,B,708,0,0,0
4,6,B,413,0,0,0
4,6,B,842,0,0,0
4,6,B,576,0,0,0
4,6,B,326,0,0,0
4,6,B,931,0,0,1
4,6,B,302,0,0,0
4,6,B,235,0,0,0
4,6,B,879,0,0,0
4,6,C,274,0,0,0
4,6,C,790,0,0,0
4,6,C,569,0,0,0
4,6,C,955,0,0,0
4,6,C,1,0,0,0
4,6,C,164,0,0,0
4,6,C,880,0,0,0
4,6,C,803,0,0,0
4,7,A,489,0,1,0
4,7,A,60,0,1,0
4,7,A,584,0,0,1
4,7,B,389,0,0,0
4,7,B,467,0,0,1
4,7,B,222,0,0,0
4,7,B,272,0,0,1
4,7,B,525,0,0,1
4,7,B,544,0,0,1
4,7,B,91,0,0,0
4,7,B,316,0,0,0
4,7,B,43,0,0,1
4,7,B,270,0,0,1
4,7,B,73,0,0,1
4,7,B,237,0,0,1
4,7,B,358,0,0,1
4,7,B,402,0,0,1
4,7,C,81,0,0,0
4,7,C,162,0,0,0
4,7,C,539,0,0,0
4,7,C,7,0,0,0
4,7,C,494,0,0,0
4,7,C,501,0,0,0
4,7,C,384,0,0,0
4,7,C,409,0,0,0
4,7,C,331,0,0,0
4,7,C,432,0,0,0
4,7,C,373,0,0,0
4,7,C,98,0,0,0
4,8,A,377,0,0,0
4,8,A,247,0,0,0
4,8,A,149,0,1,0
4,8,B,116,0,0,0
4,8,B,356,0,0,0
4,8,B,276,0,0,0
4,8,B,519,0,0,0
4,8,C,588,0,0,0
4,8,C,10,0,0,0
4,8,C,442,0,0,0
4,8,C,323,0,0,0
4,8,C,182,0,0,0
4,9,A,418,0,1,0
4,9,A,40,0,1,0
4,9,A,216,0,0,0
4,9,A,46,0,0,0
4,9,A,272,0,0,0
4,9,A,528,0,0,0
4,9,A,499,0,1,0
4,9,A,145,0,0,0
4,9,A,77,0,0,0
4,9,A,209,0,0,0
4,9,A,429,0,0,0
4,9,A,590,0,0,0
4,9,A,221,0,0,0
4,9,A,328,0,0,0
4,9,A,167,0,1,0
4,9,A,320,0,0,0
4,9,A,148,0,1,0
4,9,A,25,0,0,0
4,9,A,439,0,0,0
4,9,A,37,0,1,0
4,9,A,396,0,1,0
4,9,A,88,0,0,0
4,9,A,468,0,0,0
4,9,A,5,0,1,0
4,9,A,304,0,1,0
4,9,A,77,0,0,0
4,9,A,344,0,0,0
4,9,A,335,0,0,0
4,9,A,463,0,0,0
4,9,B,343,0,0,1
4,9,B,91,0,0,0
4,9,B,186,0,0,0
4,9,B,85,0,0,0
4,9,B,228,1,0,0
4,9,B,424,0,0,0
4,9,B,426,0,0,0
4,9,B,542,0,0,0
4,9,B,493,0,0,1
4,9,B,305,0,0,0
4,9,B,462,0,0,0
4,9,B,407,0,0,1
4,9,B,540,0,0,1
4,9,C,60,0,0,0
4,9,C,130,0,0,0
4,9,C,48,0,0,0
4,9,C,352,0,0,0
4,9,C,372,0,0,0
4,9,C,31,0,0,0
4,9,C,175,0,0,0
4,9,C,553,0,0,0
4,9,C,43,0,0,0
4,9,C,589,0,0,0
4,9,C,232,0,0,0
4,9,C,435,0,0,0
4,9,C,510,0,0,0
4,9,C,53,0,1,0
4,9,C,452,0,0,0
4,9,C,222,0,0,0
4,9,C,442,0,0,0
4,9,C,46,0,0,0
4,9,C,241,0,0,0
4,10,A,466,0,0,0
4,10,A,11,0,0,0
4,10,A,257,0,1,0
4,10,A,71,0,0,0
4,10,A,256,0,0,0
4,10,A,170,0,1,0
4,10,A,505,0,0,0
4,10,A,183,0,0,0
4,10,A,255,0,1,0
4,10,A,494,0,0,0
4,10,A,466,0,0,0
4,10,A,332,0,0,0
4,10,A,463,0,1,0
4,10,A,391,0,0,0
4,10,A,405,0,0,0
4,10,A,476,0,0,1
4,10,A,480,0,0,0
4,10,A,146,0,0,0
4,10,B,356,0,0,0
4,10,B,520,0,0,0
4,10,B,125,0,0,1
4,10,B,234,0,0,0
4,10,B,271,0,0,0
4,10,B,438,0,0,0
4,10,B,344,1,0,0
4,10,B,352,0,0,0
4,10,B,523,0,0,0
4,10,B,177,0,0,0
4,10,B,526,0,0,0
4,10,B,30,0,0,0
4,10,B,121,0,0,0
4,10,B,302,0,0,0
4,10,C,261,0,0,0
4,10,C,280,0,0,0
4,10,C,222,0,0,0
4,10,C,554,0,0,0
4,10,C,155,0,0,0
4,10,C,317,0,0,0
4,10,C,289,0,1,0
4,10,C,237,0,0,0
4,10,C,176,0,0,0
4,10,C,79,0,0,0
5,1,A,582,0,0,0
5,1,A,666,0,0,0
5,1,A,385,0,1,0
5,1,A,873,0,0,0
5,1,B,931,0,0,1
5,1,B,617,0,0,0
5,1,B,275,0,0,0
5,1,B,144,0,0,0
5,1,B,176,0,0,0
5,1,B,890,0,0,1
5,1,B,731,0,0,1
5,1,B,232,0,0,0
5,1,B,379,0,0,0
5,1,B,966,0,0,0
5,1,B,110,0,0,0
5,1,B,553,0,0,0
5,1,B,570,1,0,0
5,1,B,838,0,0,0
5,1,C,261,0,0,0
5,1,C,739,0,0,0
5,1,C,835,0,0,0
5,1,C,891,0,0,0
5,1,C,465,0,0,0
5,1,C,135,0,0,0
5,1,C,488,0,0,0
5,1,C,418,0,0,0
5,1,C,591,0,0,0
5,1,C,761,0,0,0
5,1,C,684,0,0,0
5,2,A,973,0,1,0
5,2,A,911,0,1,0
5,2,A,444,0,0,0
5,2,A,895,0,0,1
5,2,B,403,0,0,1
5,2,B,60,0,0,0
5,2,B,324,0,0,0
5,2,B,173,0,0,1
5,2,B,319,0,0,0
5,2,B,313,0,0,0
5,2,B,117,0,0,0
5,2,B,143,0,0,0
5,2,B,581,0,0,1
5,2,C,769,0,0,0
5,2,C,77,0,0,0
5,2,C,824,0,0,0
5,2,C,765,0,0,0
5,2,C,665,0,1,0
5,2,C,3,0,1,0
5,2,C,758,0,0,0
5,2,C,272,0,0,0
5,2,C,96,0,0,0
5,2,C,783,0,0,0
5,2,C,307,0,0,0
5,2,C,675,0,0,0
5,3,A,548,0,0,0
5,3,A,498,0,0,0
5,3,A,258,0,0,0
5,3,A,577,0,0,0
5,3,A,547,0,0,0
5,3,A,754,0,0,0
5,3,B,188,0,0,1
5,3,B,536,0,0,0
5,3,B,842,0,0,0
5,3,B,683,0,0,1
5,3,B,764,0,0,1
5,3,B,830,0,0,1
5,3,B,117,1,0,0
5,3,B,376,0,0,0
5,3,B,954,0,0,1
5,3,B,835,1,0,0
5,3,B,991,0,0,1
5,3,C,575,0,0,0
5,3,C,422,0,0,0
5,3,C,23,0,0,0
5,3,C,876,0,0,0
5,3,C,982,0,0,0
5,3,C,348,0,1,0
